,名前,名詞,エネルギー,タンパク質,脂質,食物繊維総量,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミン6,ビタミン12,葉酸,パントテン酸,ビオチン,ビタミンC,time
2226,＜その他＞　チョコレートクリーム,"['その他', 'チョコレート', 'クリーム']",481.0,4.6,32.0,0.6,47.3,200.0,310.0,160.0,26.0,150.0,0.6,0.6,0.1,0.07,10,2.0,6.0,4.0,45.0,3.2,4.3,16.0,0.07,0.23,0.3,0.03,0.3,3.0,0.77,1.8,1.0,11.0
2227,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,"['アルコール', '飲料', '類', '醸造', '酒類', '清酒', '普通', '酒']",107.0,0.4,0.0,0,4.9,2.0,5.0,3.0,1.0,7.0,0.0,0.1,0.0,0.16,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,22.0
2228,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,"['アルコール', '飲料', '類', '醸造', '酒類', '清酒', '米', '酒']",102.0,0.4,0.0,0,3.6,4.0,5.0,3.0,1.0,9.0,0.1,0.1,0.0,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.0,0.0,14.0
2229,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,"['アルコール', '飲料', '類', '醸造', '酒類', '清酒', '醸造', '酒']",106.0,0.4,0.0,0,4.5,2.0,5.0,3.0,1.0,8.0,0.0,0.1,0.0,0.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,10.0
2230,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,"['アルコール', '飲料', '類', '醸造', '酒類', '清酒', '吟醸', '酒']",103.0,0.3,0.0,0,3.6,2.0,7.0,2.0,1.0,7.0,0.0,0.1,0.01,0.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.0,0.0,12.0
2231,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,"['アルコール', '飲料', '類', '醸造', '酒類', '清酒', '米', '吟醸', '酒']",102.0,0.4,0.0,0,4.1,3.0,5.0,2.0,1.0,8.0,0.0,0.1,0.01,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0,16.0
2232,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,"['アルコール', '飲料', '類', '醸造', '酒類', 'ビール', '淡色']",39.0,0.3,0.0,0,3.1,3.0,34.0,3.0,7.0,15.0,0.0,0.0,0.0,0.01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.8,0.05,0.1,7.0,0.08,0.9,0.0,13.0
2233,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,"['アルコール', '飲料', '類', '醸造', '酒類', 'ビール', '黒']",45.0,0.4,0.0,0.2,3.6,3.0,55.0,3.0,10.0,33.0,0.1,0.0,0.0,0.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.07,0.0,9.0,0.04,0.0,0.0,23.0
2234,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,"['アルコール', '飲料', '類', '醸造', '酒類', 'ビール', 'スタウト']",62.0,0.5,0.0,0.3,4.9,4.0,65.0,3.0,14.0,43.0,0.1,0.0,0.0,0.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.06,0.0,10.0,0.12,0.0,0.0,10.0
2235,＜アルコール飲料類＞　（醸造酒類）　発泡酒,"['アルコール', '飲料', '類', '醸造', '酒類', '発泡', '酒']",44.0,0.1,0.0,0,3.6,1.0,13.0,4.0,4.0,8.0,0.0,0.0,0.0,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.3,0.01,0.0,4.0,0.1,0.0,0.0,28.0
2236,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,"['アルコール', '飲料', '類', '醸造', '酒類', 'ぶどう酒', '白']",75.0,0.1,0.0,0,2.0,3.0,60.0,8.0,7.0,12.0,0.3,0.0,0.01,0.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.07,0.0,0.0,12.0
2237,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,"['アルコール', '飲料', '類', '醸造', '酒類', 'ぶどう酒', '赤']",68.0,0.2,0.0,0,1.5,2.0,110.0,7.0,9.0,13.0,0.4,0.0,0.02,0.15,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.03,0.0,0.0,0.07,1.9,0.0,24.0
2238,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,"['アルコール', '飲料', '類', '醸造', '酒類', 'ぶどう酒', 'ロゼ']",71.0,0.1,0.0,0,4.0,4.0,60.0,10.0,7.0,10.0,0.4,0.0,0.02,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,16.0
2239,＜アルコール飲料類＞　（醸造酒類）　紹興酒,"['アルコール', '飲料', '類', '醸造', '酒類', '紹興酒']",126.0,1.7,0.0,0,5.1,15.0,55.0,25.0,19.0,37.0,0.3,0.4,0.02,0.49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.6,0.03,0.0,1.0,0.19,0.0,0.0,13.0
2240,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ょうちゅう', '連続', '式', '蒸留', 'ょうちゅう']",203.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2241,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ょうちゅう', '単式', '蒸留', 'ょうちゅう']",144.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2242,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ょうちゅう', '泡盛']",206.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2243,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ウイスキー']",234.0,0.0,0.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2244,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ブランデー']",234.0,0.0,0.0,0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2245,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ウオッカ']",237.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2246,＜アルコール飲料類＞　（蒸留酒類）　ジン,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ジン']",280.0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2247,＜アルコール飲料類＞　（蒸留酒類）　ラム,"['アルコール', '飲料', '類', '蒸留', '酒類', 'ラム']",237.0,0.0,0.0,0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2248,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,"['アルコール', '飲料', '類', '蒸留', '酒類', 'マオタイ', '酒']",317.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.0,0.02,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2249,＜アルコール飲料類＞　（混成酒類）　梅酒,"['アルコール', '飲料', '類', '混成', '酒類', '梅酒']",155.0,0.1,0.0,0,20.7,4.0,39.0,1.0,2.0,3.0,0.0,0.0,0.01,0.01,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.1,0.0,16.0
2250,＜アルコール飲料類＞　（混成酒類）　合成清酒,"['アルコール', '飲料', '類', '混成', '酒類', '合成', '清酒']",108.0,0.1,0.0,0,5.3,11.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,16.0
2251,＜アルコール飲料類＞　（混成酒類）　白酒,"['アルコール', '飲料', '類', '混成', '酒類', '白酒']",236.0,1.9,0.0,0,48.1,5.0,14.0,3.0,4.0,14.0,0.1,0.3,0.08,0.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.1,0.02,0.0,1.0,0.1,0.0,1.0,21.0
2252,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,"['アルコール', '飲料', '類', '混成', '酒類', 'みりん', 'みりん']",241.0,0.3,0.0,0,43.2,3.0,7.0,2.0,2.0,7.0,0.0,0.0,0.05,0.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,18.0
2253,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,"['アルコール', '飲料', '類', '混成', '酒類', 'みりん', '本直し']",179.0,0.1,0.0,0,14.4,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2254,＜アルコール飲料類＞　（混成酒類）　薬味酒,"['アルコール', '飲料', '類', '混成', '酒類', '薬味', '酒']",181.0,0.0,0.0,0,26.8,1.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,23.0
2255,＜アルコール飲料類＞　（混成酒類）　キュラソー,"['アルコール', '飲料', '類', '混成', '酒類', 'キュラソー']",319.0,0.0,0.0,0,26.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2256,＜アルコール飲料類＞　（混成酒類）　スイートワイン,"['アルコール', '飲料', '類', '混成', '酒類', 'スイートワイン']",125.0,0.1,0.0,0,13.4,5.0,70.0,5.0,5.0,7.0,0.3,0.0,0.0,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,27.0
2257,＜アルコール飲料類＞　（混成酒類）　ペパーミント,"['アルコール', '飲料', '類', '混成', '酒類', 'ペパーミント']",300.0,0.0,0.0,0,37.6,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2258,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,"['アルコール', '飲料', '類', '混成', '酒類', 'ベルモット', '甘口', 'タイプ']",151.0,0.1,0.0,0,16.4,4.0,29.0,6.0,5.0,7.0,0.3,0.0,0.01,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.06,0.0,0.0,17.0
2259,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,"['アルコール', '飲料', '類', '混成', '酒類', 'ベルモット', '辛口', 'タイプ']",113.0,0.1,0.0,0,3.7,4.0,26.0,8.0,6.0,8.0,0.3,0.0,0.01,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2260,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,"['アルコール', '飲料', '類', '混成', '酒類', '缶', 'チューハイ', 'レモン', '風味']",51.0,0.0,0.0,0.1,2.9,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2261,＜茶類＞　（緑茶類）　玉露　茶,"['茶', '類', '緑茶', '類', '玉露', '茶']",241.0,29.1,4.1,43.9,43.9,11.0,2800.0,390.0,210.0,410.0,10.0,4.3,0.84,71.0,0,0.0,0.0,0.0,0.0,0.0,16.0,4000.0,0.3,1.16,6.0,0.69,0.0,1000.0,4.1,0.0,110.0,20.0
2262,＜茶類＞　（緑茶類）　玉露　浸出液,"['茶', '類', '緑茶', '類', '玉露', '浸出液']",5.0,1.3,0.0,0,0.0,2.0,340.0,4.0,15.0,30.0,0.2,0.3,0.02,4.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.6,0.07,0.0,150.0,0.24,0.0,19.0,29.0
2263,＜茶類＞　（緑茶類）　抹茶　茶,"['茶', '類', '緑茶', '類', '抹茶', '茶']",237.0,29.6,5.3,38.5,39.5,6.0,2700.0,420.0,230.0,350.0,17.0,6.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,2900.0,0.6,1.35,4.0,0.96,0.0,1200.0,3.7,0.0,60.0,16.0
2264,＜茶類＞　（緑茶類）　せん茶　茶,"['茶', '類', '緑茶', '類', 'せん茶', '茶']",229.0,24.5,4.7,46.5,47.7,3.0,2200.0,450.0,200.0,290.0,20.0,3.2,1.3,55.0,4,3.0,8.0,1.0,0.0,0.0,65.0,1400.0,0.36,1.43,4.1,0.46,0.0,1300.0,3.1,52.0,260.0,22.0
2265,＜茶類＞　（緑茶類）　せん茶　浸出液,"['茶', '類', '緑茶', '類', 'せん茶', '浸出液']",2.0,0.2,0.0,0,0.2,3.0,27.0,3.0,2.0,2.0,0.2,0.0,0.01,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.01,0.0,16.0,0.04,0.8,6.0,28.0
2266,＜茶類＞　（緑茶類）　かまいり茶　浸出液,"['茶', '類', '緑茶', '類', '茶', '浸出液']",1.0,0.1,0.0,0,0.0,1.0,29.0,4.0,1.0,1.0,0.0,0.0,0.0,0.37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.01,0.0,18.0,0.0,0.0,4.0,29.0
2267,＜茶類＞　（緑茶類）　番茶　浸出液,"['茶', '類', '緑茶', '類', '番茶', '浸出液']",0.0,0.0,0.0,0,0.1,2.0,32.0,5.0,1.0,2.0,0.2,0.0,0.01,0.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.01,0.0,7.0,0.0,0.0,3.0,13.0
2268,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,"['茶', '類', '緑茶', '類', 'ほうじ茶', '浸出液']",0.0,0.0,0.0,0,0.1,1.0,24.0,2.0,0.0,1.0,0.0,0.0,0.01,0.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,13.0,0.0,0.0,0.0,25.0
2269,＜茶類＞　（緑茶類）　玄米茶　浸出液,"['茶', '類', '緑茶', '類', '玄米', '茶', '浸出液']",0.0,0.0,0.0,0,0.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,0.01,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.01,0.0,3.0,0.0,0.0,1.0,15.0
2270,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,"['茶', '類', '発酵', '茶', '類', 'ウーロン茶', '浸出液']",0.0,0.0,0.0,0,0.1,1.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,2.0,0.0,0.2,0.0,11.0
2271,＜茶類＞　（発酵茶類）　紅茶　茶,"['茶', '類', '発酵', '茶', '類', '紅茶', '茶']",234.0,20.3,2.5,38.1,51.7,3.0,2000.0,470.0,220.0,320.0,17.0,4.0,2.1,21.0,6,8.0,18.0,2.0,0.0,0.0,9.8,1500.0,0.1,0.8,10.0,0.28,0.0,210.0,2.0,32.0,0.0,29.0
2272,＜茶類＞　（発酵茶類）　紅茶　浸出液,"['茶', '類', '発酵', '茶', '類', '紅茶', '浸出液']",1.0,0.1,0.0,0,0.1,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.01,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.01,0.1,0.01,0.0,3.0,0.0,0.2,0.0,20.0
2273,＜コーヒー・ココア類＞　コーヒー　浸出液,"['コーヒー', 'ココア', '類', 'コーヒー', '浸出液']",4.0,0.2,0.0,0,0.7,1.0,65.0,2.0,6.0,7.0,0.0,0.0,0.0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.0,0.0,0.0,0.0,1.7,0.0,15.0
2274,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,"['コーヒー', 'ココア', '類', 'コーヒー', 'インスタント', 'コーヒー']",287.0,14.7,0.3,0,56.5,32.0,3600.0,140.0,410.0,350.0,3.0,0.4,0.03,1.9,8,5.0,2.0,7.0,0.0,0.0,0.1,0.0,0.02,0.14,47.0,0.01,0.1,8.0,0.0,88.0,0.0,26.0
2275,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,"['コーヒー', 'ココア', '類', 'コーヒー', 'コーヒー', '飲料', '乳', '成分', '入り', '加糖']",38.0,0.7,0.3,0,8.2,30.0,60.0,22.0,6.0,19.0,0.1,0.1,0.01,0.02,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.3,0.0,0.0,0.0,0.11,2.5,0.0,22.0
2276,＜コーヒー・ココア類＞　ココア　ピュアココア,"['コーヒー', 'ココア', '類', 'ココア', 'ピュアココア']",386.0,18.5,21.6,23.9,42.4,16.0,2800.0,140.0,440.0,660.0,14.0,7.0,3.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.16,0.22,2.3,0.08,0.0,31.0,0.85,0.0,0.0,20.0
2277,＜コーヒー・ココア類＞　ココア　ミルクココア,"['コーヒー', 'ココア', '類', 'ココア', 'ミルク', 'ココア']",400.0,7.4,6.8,5.5,80.4,270.0,730.0,180.0,130.0,240.0,2.9,2.1,0.93,0.74,0,0.0,0.0,0.0,8.0,0.0,0.4,0.0,0.07,0.42,0.3,0.07,0.0,12.0,0.9,0.0,0.0,17.0
2278,＜その他＞　青汁　ケール,"['その他', '青', '汁', 'ケール']",312.0,13.8,4.4,28.0,70.2,230.0,2300.0,1200.0,210.0,270.0,2.9,1.8,0.17,2.75,5,9.0,12.0,130.0,0.0,0.0,9.4,1500.0,0.31,0.8,6.0,0.75,0.0,820.0,1.31,20.0,1100.0,12.0
2279,＜その他＞　甘酒,"['その他', '甘酒']",76.0,1.7,0.1,0.4,18.3,60.0,14.0,3.0,5.0,21.0,0.1,0.3,0.05,0.17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.2,0.02,0.0,8.0,0.0,0.0,0.0,24.0
2280,＜その他＞　昆布茶,"['その他', '昆布', '茶']",173.0,5.2,0.2,2.8,42.0,20000.0,580.0,88.0,51.0,14.0,0.5,0.3,0.0,0.03,26000,2.0,13.0,1.0,0.0,0.0,0.0,13.0,0.01,0.02,0.1,0.0,0.0,11.0,0.01,0.5,6.0,12.0
2281,＜その他＞　スポーツドリンク,"['その他', 'スポーツドリンク']",21.0,0.0,0.0,0,5.1,31.0,26.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.12,0.0,0.0,0.0,0.0,0.0,29.0
2282,＜その他＞　（炭酸飲料類）　果実色飲料,"['その他', '炭酸', '飲料', '類', '果実', '色', '飲料']",51.0,0.0,0.0,0,12.8,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2283,＜その他＞　（炭酸飲料類）　コーラ,"['その他', '炭酸', '飲料', '類', 'コーラ']",46.0,0.1,0.0,0,11.4,2.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2284,＜その他＞　（炭酸飲料類）　サイダー,"['その他', '炭酸', '飲料', '類', 'サイダー']",41.0,0.0,0.0,0,10.2,4.0,0.0,1.0,0.0,0.0,0.0,0.1,0.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2285,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,"['その他', '炭酸', '飲料', '類', 'ビール', '風味', '炭酸', '飲料']",5.0,0.1,0.0,0,1.2,3.0,9.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.02,0.0,8.0,18.0
2286,＜その他＞　なぎなたこうじゅ　浸出液,"['その他', 'なぎなた', 'こうじゅ', '浸出液']",0.0,0.0,0.0,0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
2287,＜その他＞　麦茶　浸出液,"['その他', '麦茶', '浸出液']",1.0,0.0,0.0,0,0.3,1.0,6.0,2.0,0.0,1.0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,18.0
2288,＜調味料類＞　（ウスターソース類）　ウスターソース,"['調味', '料', '類', 'ウスターソース', '類', 'ウスターソース']",122.0,1.0,0.1,0.5,27.1,3300.0,190.0,59.0,24.0,11.0,1.6,0.1,0.1,0.0,3,1.0,9.0,4.0,0.0,0.0,0.2,1.0,0.01,0.02,0.3,0.03,0.0,1.0,0.15,6.5,0.0,14.0
2289,＜調味料類＞　（ウスターソース類）　中濃ソース,"['調味', '料', '類', 'ウスターソース', '類', 'ソース']",132.0,0.8,0.1,1.0,30.9,2300.0,210.0,61.0,23.0,16.0,1.7,0.1,0.18,0.23,3,1.0,7.0,3.0,0.0,0.0,0.5,2.0,0.02,0.04,0.4,0.04,0.0,1.0,0.18,5.8,0.0,26.0
2290,＜調味料類＞　（ウスターソース類）　濃厚ソース,"['調味', '料', '類', 'ウスターソース', '類', '濃厚', 'ソース']",133.0,0.9,0.1,1.0,30.9,2200.0,210.0,61.0,26.0,17.0,1.5,0.1,0.23,0.23,0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.03,0.04,0.6,0.06,0.0,1.0,0.21,0.0,0.0,19.0
2291,＜調味料類＞　（ウスターソース類）　お好み焼きソース,"['調味', '料', '類', 'ウスターソース', '類', 'お好み焼き', 'ソース']",146.0,1.6,0.1,0.9,33.7,1900.0,240.0,31.0,20.0,28.0,0.9,0.2,0.1,0.13,2,2.0,5.0,6.0,0.0,0.0,0.8,1.0,0.03,0.03,0.8,0.06,0.1,6.0,0.19,4.5,3.0,12.0
2292,＜調味料類＞　（辛味調味料類）　トウバンジャン,"['調味', '料', '類', '辛味', '調味', '料', '類', 'トウバンジャン']",49.0,2.0,2.3,4.3,7.9,7000.0,200.0,32.0,42.0,49.0,2.3,0.3,0.13,0.28,0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.04,0.17,1.0,0.2,0.0,8.0,0.24,0.0,3.0,21.0
2293,＜調味料類＞　（辛味調味料類）　チリペッパーソース,"['調味', '料', '類', '辛味', '調味', '料', '類', 'チリペッパーソース']",58.0,0.7,0.5,0,12.8,630.0,130.0,15.0,13.0,24.0,1.5,0.1,0.08,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0
2294,＜調味料類＞　（辛味調味料類）　ラー油,"['調味', '料', '類', '辛味', '調味', '料', '類', 'ラー油']",887.0,0.1,99.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0,0.0,0.0,0.0,0.0,0.0,3.7,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2295,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,"['調味', '料', '類', 'しょうゆ', '類', 'しょうゆ']",77.0,7.7,0.0,0,7.9,5700.0,390.0,29.0,65.0,160.0,1.7,0.9,0.01,1.0,1,11.0,3.0,48.0,0.0,0.0,0.0,0.0,0.05,0.17,1.3,0.17,0.1,33.0,0.48,12.0,0.0,18.0
2296,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,"['調味', '料', '類', 'しょうゆ', '類', 'しょうゆ', '減', '塩']",68.0,8.1,0.0,0,9.0,3300.0,260.0,31.0,74.0,170.0,2.1,0.9,0.0,1.17,1,10.0,3.0,84.0,0.0,0.0,0.0,0.0,0.07,0.17,1.5,0.17,0.0,57.0,0.46,11.0,0.0,15.0
2297,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,"['調味', '料', '類', 'しょうゆ', '類', 'しょうゆ']",60.0,5.7,0.0,0,5.8,6300.0,320.0,24.0,50.0,130.0,1.1,0.6,0.01,0.66,1,6.0,2.0,40.0,0.0,0.0,0.0,0.0,0.05,0.11,1.0,0.13,0.1,31.0,0.37,8.4,0.0,16.0
